FULL_step_teacher,FULL_reward_teacher,FULL_step_student,FULL_reward_student,INT_step_teacher,INT_reward_teacher,INT_step_student,INT_reward_student,EXT_step_teacher,EXT_reward_teacher,EXT_step_student,EXT_reward_student
209,842.420166015625,209,805.7421264648438,209,324.5252380371094,209,345.5963134765625,209,-96.51148986816406,209,-98.32508850097656
210,966.1304931640625,210,910.241455078125,210,344.5405578613281,210,321.16583251953125,210,-96.29265594482422,210,-98.26717376708984
211,951.55810546875,211,960.5510864257812,211,340.4179992675781,211,298.9789733886719,211,-97.60350799560547,211,-89.13206481933594
212,1048.6151123046875,212,1024.8828125,212,402.4382629394531,212,295.9971923828125,212,-96.5201187133789,212,-97.05689239501953
213,915.1964721679688,213,943.6754760742188,213,417.1952209472656,213,351.7319030761719,213,-96.28990936279297,213,-97.62762451171875
214,1088.0240478515625,214,932.7384033203125,214,349.963623046875,214,372.580810546875,214,-91.2433090209961,214,-95.52872467041016
215,1051.6568603515625,215,922.3908081054688,215,401.4750061035156,215,351.18902587890625,215,-95.69197082519531,215,-89.42396545410156
216,932.8740844726562,216,960.6467895507812,216,366.1827392578125,216,346.2960205078125,216,-93.09590148925781,216,-94.00886535644531
217,1000.0202026367188,217,1001.5725708007812,217,424.5753173828125,217,350.3408203125,217,-92.65452575683594,217,-96.16558837890625
218,984.91015625,218,1036.02294921875,218,352.9562683105469,218,354.21099853515625,218,-94.1378173828125,218,-90.1130142211914
219,987.6365356445312,219,970.0122680664062,219,445.7460632324219,219,377.0255126953125,219,-95.89521789550781,219,-94.38224792480469
220,964.6236572265625,220,929.1106567382812,220,389.7110595703125,220,335.1736755371094,220,-92.15984344482422,220,-90.21356964111328
221,927.6472778320312,221,1023.7454833984375,221,439.4857177734375,221,348.68408203125,221,-95.8152847290039,221,-92.02666473388672
222,1016.7242431640625,222,1095.9154052734375,222,404.06365966796875,222,309.8910827636719,222,-98.65399169921875,222,-87.53337097167969
223,1040.2025146484375,223,1019.8224487304688,223,381.9970397949219,223,342.20574951171875,223,-92.63573455810547,223,-90.0069580078125
224,989.541259765625,224,924.1641235351562,224,391.09112548828125,224,359.66229248046875,224,-91.80245971679688,224,-87.93789672851562
225,1026.4791259765625,225,945.3779296875,225,422.83807373046875,225,349.16619873046875,225,-93.55132293701172,225,-96.33728790283203
226,901.6669311523438,226,945.5332641601562,226,444.8825988769531,226,362.1967468261719,226,-92.63923645019531,226,-90.36627960205078
227,1066.6005859375,227,1013.954345703125,227,501.57135009765625,227,374.31402587890625,227,-90.51519012451172,227,-92.80723571777344
228,1046.4002685546875,228,974.8844604492188,228,508.039794921875,228,380.1532287597656,228,-87.39029693603516,228,-92.94990539550781
229,1027.6256103515625,229,1005.6182861328125,229,510.0345458984375,229,367.1181945800781,229,-90.47834014892578,229,-91.7339859008789
230,990.7529907226562,230,1023.241455078125,230,484.0592041015625,230,440.1531677246094,230,-86.01301574707031,230,-91.40811920166016
231,1080.6541748046875,231,983.3748779296875,231,482.5154724121094,231,466.8006591796875,231,-89.42510223388672,231,-87.39805603027344
232,957.4757690429688,232,948.92626953125,232,563.9738159179688,232,511.7649230957031,232,-89.17875671386719,232,-91.56452178955078
233,934.1672973632812,233,911.8352661132812,233,570.8292236328125,233,529.254638671875,233,-89.63658905029297,233,-88.53458404541016
234,943.0569458007812,234,934.3583374023438,234,564.7469482421875,234,504.0391845703125,234,-86.11019134521484,234,-85.60684967041016
235,987.4065551757812,235,973.9044189453125,235,556.5009765625,235,517.7254638671875,235,-91.05933380126953,235,-85.0010986328125
236,989.0108032226562,236,938.1627807617188,236,545.9591674804688,236,484.3656921386719,236,-86.00422668457031,236,-89.77557373046875
237,1038.333984375,237,879.2173461914062,237,488.9696350097656,237,453.11798095703125,237,-91.59700775146484,237,-88.35610961914062
238,974.616943359375,238,913.1522827148438,238,545.3912963867188,238,452.4421081542969,238,-86.0066909790039,238,-89.00431823730469
239,1028.8778076171875,239,839.4132080078125,239,519.4762573242188,239,450.7323303222656,239,-83.23287963867188,239,-88.20336151123047
240,913.1856689453125,240,874.0748901367188,240,462.0501708984375,240,457.6645202636719,240,-87.67599487304688,240,-82.08780670166016
241,876.944091796875,241,834.1981201171875,241,509.6999206542969,241,529.8714599609375,241,-89.78793334960938,241,-86.6941146850586
242,994.3621826171875,242,826.4421997070312,242,614.832275390625,242,517.6527709960938,242,-85.46923065185547,242,-89.45242309570312
243,1116.043212890625,243,939.1951904296875,243,524.2874755859375,243,575.7684326171875,243,-85.14937591552734,243,-87.1258316040039
244,1145.3380126953125,244,944.2986450195312,244,534.3746337890625,244,596.9647216796875,244,-85.26142883300781,244,-82.75294494628906
245,1005.731689453125,245,1009.5552368164062,245,456.4611511230469,245,566.664794921875,245,-88.4997787475586,245,-83.55905151367188
246,1029.2266845703125,246,1083.0169677734375,246,516.59765625,246,515.3281860351562,246,-86.16223907470703,246,-87.50501251220703
247,984.044677734375,247,1097.6082763671875,247,667.0888061523438,247,496.7333984375,247,-87.67334747314453,247,-82.93431091308594
248,1092.4169921875,248,1073.77783203125,248,695.9117431640625,248,542.8937377929688,248,-88.10408020019531,248,-82.63212585449219
249,1109.7750244140625,249,1000.9424438476562,249,528.212890625,249,510.72418212890625,249,-81.48385620117188,249,-85.93416595458984
250,872.615478515625,250,967.2955322265625,250,556.507080078125,250,493.7862854003906,250,-81.95928955078125,250,-84.45695495605469
251,964.8994750976562,251,944.223876953125,251,607.7340087890625,251,480.0434875488281,251,-86.58184814453125,251,-89.54259490966797
252,1078.62451171875,252,988.4968872070312,252,666.0508422851562,252,547.9404907226562,252,-87.7872314453125,252,-83.74479675292969
253,1059.9649658203125,253,1041.1290283203125,253,631.6322021484375,253,510.1194763183594,253,-85.77421569824219,253,-86.77298736572266
254,1007.9329223632812,254,1069.7674560546875,254,628.3447875976562,254,481.37066650390625,254,-78.29448699951172,254,-81.31011962890625
255,952.7840576171875,255,1049.400390625,255,571.6201171875,255,489.4373474121094,255,-83.49320220947266,255,-89.61679077148438
256,984.9443969726562,256,998.3055419921875,256,650.7547607421875,256,566.7620239257812,256,-82.25643920898438,256,-85.54540252685547
257,1110.525146484375,257,1026.046142578125,257,674.5064697265625,257,578.650634765625,257,-85.99474334716797,257,-80.66393280029297
258,1032.9114990234375,258,1004.3377685546875,258,656.3761596679688,258,625.215087890625,258,-84.52642059326172,258,-88.5105972290039
259,1121.1380615234375,259,1013.8554077148438,259,660.7958984375,259,642.8086547851562,259,-89.01372528076172,259,-84.36063385009766
260,1055.0970458984375,260,998.4368286132812,260,596.5250854492188,260,727.2362060546875,260,-80.9244384765625,260,-87.34745788574219
261,979.4916381835938,261,984.0773315429688,261,590.8967895507812,261,740.0348510742188,261,-85.68866729736328,261,-81.73393249511719
262,936.7041625976562,262,968.0586547851562,262,575.3262329101562,262,713.436767578125,262,-85.13362121582031,262,-89.52020263671875
263,1036.0684814453125,263,995.12548828125,263,609.728515625,263,680.0761108398438,263,-84.52692413330078,263,-82.76708221435547
264,1000.7285766601562,264,1014.2606201171875,264,632.4505615234375,264,695.8253784179688,264,-84.83338928222656,264,-81.62825775146484
265,902.1138916015625,265,1027.1861572265625,265,682.1677856445312,265,708.4966430664062,265,-86.21855163574219,265,-90.4906005859375
266,893.2815551757812,266,933.98046875,266,661.5502319335938,266,667.1104736328125,266,-81.72769165039062,266,-78.27928161621094
267,937.6209106445312,267,937.0151977539062,267,626.7882080078125,267,656.7018432617188,267,-86.82942199707031,267,-74.35986328125
268,949.6085815429688,268,930.5180053710938,268,757.00048828125,268,698.4586181640625,268,-77.70359802246094,268,-75.26961517333984
269,1007.322998046875,269,905.4360961914062,269,744.163818359375,269,662.2522583007812,269,-83.69384765625,269,-78.4664306640625
270,894.7208862304688,270,905.3113403320312,270,705.0831298828125,270,671.5755615234375,270,-78.88406372070312,270,-80.24539184570312
271,921.1338500976562,271,930.8218994140625,271,710.42333984375,271,600.6971435546875,271,-81.9670639038086,271,-78.657470703125
272,877.0962524414062,272,1007.3560180664062,272,767.5534057617188,272,630.3001098632812,272,-75.36380767822266,272,-78.96966552734375
273,845.297119140625,273,948.7386474609375,273,728.977783203125,273,644.68408203125,273,-68.35041809082031,273,-75.32953643798828
274,849.6729125976562,274,842.3880615234375,274,690.8388671875,274,705.1642456054688,274,-80.30874633789062,274,-80.59799194335938
275,985.851806640625,275,811.945068359375,275,725.1298217773438,275,743.8099975585938,275,-79.88920593261719,275,-78.71817779541016
276,1008.3831787109375,276,795.3534545898438,276,766.5944213867188,276,764.3107299804688,276,-78.24211883544922,276,-79.61569213867188
277,996.4578857421875,277,924.7684936523438,277,716.9552001953125,277,754.9910888671875,277,-86.27008056640625,277,-76.22109985351562
278,910.8334350585938,278,1005.349853515625,278,752.963134765625,278,738.0360107421875,278,-76.31934356689453,278,-79.75299835205078
279,983.1665649414062,279,954.768310546875,279,680.2611083984375,279,692.3973388671875,279,-80.0771484375,279,-83.04390716552734
280,925.3263549804688,280,912.912109375,280,715.06396484375,280,673.0167236328125,280,-74.96348571777344,280,-75.60731506347656
281,764.73583984375,281,880.4904174804688,281,819.4078369140625,281,696.7398681640625,281,-80.74848937988281,281,-77.9970932006836
282,925.718017578125,282,829.0828857421875,282,760.1827392578125,282,719.7337646484375,282,-73.3252944946289,282,-71.97138214111328
283,843.096435546875,283,783.0692749023438,283,649.67626953125,283,736.102294921875,283,-77.57705688476562,283,-76.35912322998047
284,901.0109252929688,284,745.7278442382812,284,693.0127563476562,284,813.6710205078125,284,-74.89594268798828,284,-75.11890411376953
285,803.0361938476562,285,734.3211669921875,285,833.1048583984375,285,819.2520751953125,285,-71.9412841796875,285,-72.85733032226562
286,924.4169921875,286,801.698486328125,286,791.4082641601562,286,812.9011840820312,286,-79.23567199707031,286,-74.21439361572266
287,896.290771484375,287,887.8441772460938,287,721.1652221679688,287,793.7586059570312,287,-73.39105224609375,287,-73.2978515625
288,804.9452514648438,288,915.37255859375,288,816.8971557617188,288,821.443603515625,288,-76.50726318359375,288,-72.12761688232422
289,855.4530029296875,289,935.4536743164062,289,771.1656494140625,289,800.1144409179688,289,-72.12122344970703,289,-74.42520141601562
290,912.236328125,290,929.1799926757812,290,714.556884765625,290,750.148681640625,290,-78.15227508544922,290,-71.14718627929688
291,866.4478149414062,291,869.5096435546875,291,728.4397583007812,291,724.0072631835938,291,-76.72900390625,291,-77.7200927734375
292,813.2796630859375,292,887.3472290039062,292,780.19775390625,292,744.1859130859375,292,-79.41546630859375,292,-76.94508361816406
293,812.3886108398438,293,871.1697387695312,293,839.0438232421875,293,707.16064453125,293,-73.80927276611328,293,-72.3397445678711
294,835.0760498046875,294,869.490966796875,294,784.2344360351562,294,689.370361328125,294,-70.86747741699219,294,-75.56449127197266
295,833.234375,295,886.9812622070312,295,755.6571044921875,295,724.9581298828125,295,-73.57548522949219,295,-72.18623352050781
296,774.7359619140625,296,882.7163696289062,296,736.6630249023438,296,751.7691650390625,296,-63.5963249206543,296,-72.32487487792969
297,917.2437133789062,297,909.1729736328125,297,716.5851440429688,297,748.258056640625,297,-76.76216888427734,297,-74.8898696899414
298,821.62841796875,298,975.0383911132812,298,780.888916015625,298,774.7449340820312,298,-74.26146697998047,298,-67.51850891113281
299,844.7479858398438,299,937.8417358398438,299,771.9668579101562,299,818.1759033203125,299,-66.7992172241211,299,-69.13662719726562
300,897.0663452148438,300,919.6602172851562,300,703.3861083984375,300,848.5030517578125,300,-79.20574951171875,300,-69.96492767333984
301,826.5089111328125,301,833.5138549804688,301,788.2666015625,301,848.9617309570312,301,-71.01097869873047,301,-63.99313735961914
302,882.4112548828125,302,861.6251831054688,302,781.9354858398438,302,773.6942138671875,302,-68.98043060302734,302,-63.22663116455078
303,895.3395385742188,303,836.2359008789062,303,753.9495849609375,303,752.0264892578125,303,-65.58868408203125,303,-66.36434936523438
304,844.43017578125,304,866.4511108398438,304,795.982666015625,304,702.4315185546875,304,-67.26199340820312,304,-71.89563751220703
305,834.7626953125,305,879.8848876953125,305,819.904296875,305,679.3319091796875,305,-67.8740234375,305,-68.5373306274414
306,878.5125122070312,306,877.845947265625,306,656.9720458984375,306,697.4868774414062,306,-65.55428314208984,306,-66.74066925048828
307,1041.3079833984375,307,920.564208984375,307,721.6115112304688,307,727.4485473632812,307,-68.30239868164062,307,-66.49082946777344
308,884.9965209960938,308,859.3715209960938,308,765.4552612304688,308,669.8834838867188,308,-65.3963851928711,308,-62.447078704833984
309,863.7940673828125,309,908.4166259765625,309,732.24267578125,309,752.1824951171875,309,-66.07750701904297,309,-72.22882080078125
310,864.342041015625,310,942.8815307617188,310,748.1506958007812,310,712.5625610351562,310,-65.75273132324219,310,-63.282997131347656
311,975.1312255859375,311,905.6040649414062,311,805.3681640625,311,727.81396484375,311,-67.5667953491211,311,-67.10445404052734
312,895.633056640625,312,982.9647827148438,312,848.7124633789062,312,709.8019409179688,312,-63.252628326416016,312,-63.70586013793945
313,857.155517578125,313,987.8049926757812,313,845.2616577148438,313,733.1319580078125,313,-69.43233489990234,313,-70.59507751464844
314,926.8015747070312,314,1015.6261596679688,314,867.3500366210938,314,785.300537109375,314,-61.45981979370117,314,-70.14332580566406
315,907.2333984375,315,943.4597778320312,315,931.7451782226562,315,788.2745361328125,315,-64.04826354980469,315,-69.04057312011719
316,890.311767578125,316,920.7753295898438,316,989.6849975585938,316,813.6277465820312,316,-62.51076126098633,316,-65.5057373046875
317,856.3341674804688,317,883.3656616210938,317,1003.7023315429688,317,819.6563720703125,317,-71.23194122314453,317,-73.47218322753906
318,937.1881713867188,318,877.0397338867188,318,1001.0093383789062,318,878.1424560546875,318,-63.00076675415039,318,-67.98348236083984
319,883.8202514648438,319,866.3773803710938,319,965.0343017578125,319,861.842529296875,319,-68.21694946289062,319,-63.41204071044922
320,913.3143310546875,320,908.23486328125,320,955.966552734375,320,898.4308471679688,320,-67.55111694335938,320,-69.68602752685547
321,898.4505004882812,321,873.09619140625,321,967.7621459960938,321,873.9708251953125,321,-67.76084899902344,321,-61.27531814575195
322,1057.232421875,322,842.3035278320312,322,889.7676391601562,322,911.2691040039062,322,-66.1359634399414,322,-60.229427337646484
323,948.1439819335938,323,821.4853515625,323,889.6024780273438,323,899.610595703125,323,-65.31868743896484,323,-66.6547622680664
324,973.2972412109375,324,830.98388671875,324,953.8629150390625,324,894.2542724609375,324,-62.30961227416992,324,-67.1520004272461
325,811.9579467773438,325,775.4496459960938,325,837.5067138671875,325,899.5352783203125,325,-64.70966339111328,325,-62.35912322998047
326,872.86083984375,326,884.5037841796875,326,782.1610107421875,326,932.4675903320312,326,-56.84163284301758,326,-68.52086639404297
327,950.3413696289062,327,856.4683837890625,327,891.8678588867188,327,941.4085693359375,327,-65.7865219116211,327,-68.29830932617188
328,1018.4318237304688,328,937.517333984375,328,911.4220581054688,328,911.9972534179688,328,-63.39456558227539,328,-57.35178756713867
329,1066.3045654296875,329,929.5325317382812,329,917.010498046875,329,875.7654418945312,329,-52.73799133300781,329,-59.11496353149414
330,980.9237670898438,330,916.6693115234375,330,863.8680419921875,330,894.5930786132812,330,-60.15531539916992,330,-66.2341537475586
331,941.6947021484375,331,915.6551513671875,331,874.8099365234375,331,879.4281616210938,331,-57.13859176635742,331,-60.05774688720703
332,989.7903442382812,332,972.2440795898438,332,904.5746459960938,332,818.037109375,332,-63.44184494018555,332,-52.48109436035156
333,998.3980712890625,333,1041.28173828125,333,891.7626953125,333,799.3374633789062,333,-61.824127197265625,333,-60.13381576538086
